+-----+------------+----------+-----------+-----+-------------+-----------------+---------------+----------------------+--------------------+---------------------+-------------------+-------------------+------------------+
| did | num_values | iomethod | ioworkers | eic | query_order | master_uncached | master_cached | patched_off_uncached | patched_off_cached | patched_on_uncached | patched_on_cached | patched_off_coeff | patched_on_coeff |
| 1   | 32         | worker   | 12        | 16  | asc         | 2.6014          | 0.2016        | 2.885                | 0.2684             | 2.8206              | 0.2226            | 133.134920634921  | 110.416666666667 |
| 24  | 16         | worker   | 12        | 16  | asc         | 2.7632          | 0.0884        | 2.7876               | 0.1168             | 2.6582              | 0.0894            | 132.126696832579  | 101.131221719457 |
| 9   | 4          | worker   | 12        | 16  | desc        | 1.4726          | 0.0544        | 1.416                | 0.0718             | 1.3534              | 0.0564            | 131.985294117647  | 103.676470588235 |
| 31  | 256        | io_uring | 12        | 16  | asc         | 125.4108        | 2.2252        | 125.6598             | 2.9216             | 17.0216             | 2.7764            | 131.296063275211  | 124.770807118461 |
| 18  | 253036     | io_uring | 12        | 16  | desc        | 5573.3264       | 593.7306      | 5601.2428            | 773.8684           | 1335.7824           | 671.768           | 130.339989213963  | 113.143570501504 |
| 9   | 2          | io_uring | 12        | 16  | desc        | 1.1144          | 0.0422        | 1.1874               | 0.0548             | 1.21                | 0.0476            | 129.857819905213  | 112.796208530806 |
| 32  | 64         | io_uring | 12        | 16  | asc         | 43.9062         | 0.7424        | 44.451               | 0.9636             | 20.0376             | 0.9366            | 129.79525862069   | 126.158405172414 |
| 20  | 1          | io_uring | 12        | 16  | desc        | 1.3468          | 0.052         | 1.1472               | 0.0672             | 1.0852              | 0.0462            | 129.230769230769  | 88.8461538461538 |
| 31  | 8          | worker   | 12        | 16  | desc        | 6.364           | 0.1768        | 6.3292               | 0.2282             | 5.0872              | 0.2002            | 129.072398190045  | 113.235294117647 |
| 24  | 2          | worker   | 12        | 16  | desc        | 1.5066          | 0.0512        | 1.422                | 0.066              | 1.4658              | 0.0548            | 128.90625         | 107.03125        |
| 15  | 1          | io_uring | 12        | 16  | desc        | 0.816           | 0.0388        | 1.0454               | 0.05               | 1.0286              | 0.043             | 128.865979381443  | 110.824742268041 |
| 17  | 565536     | io_uring | 12        | 16  | desc        | 14752.0302      | 1305.3274     | 14718.1992           | 1679.1454          | 5173.4436           | 1338.4852         | 128.637872766633  | 102.54019030015  |
| 29  | 64018      | worker   | 12        | 16  | asc         | 5456.1906       | 537.569       | 5598.468             | 690.8198           | 1240.5182           | 586.144           | 128.508117097526  | 109.036049325761 |
| 32  | 8          | worker   | 12        | 16  | asc         | 6.2236          | 0.1664        | 6.433                | 0.2134             | 6.1068              | 0.1822            | 128.245192307692  | 109.495192307692 |
| 20  | 128        | worker   | 12        | 16  | desc        | 13.3108         | 0.434         | 13.6176              | 0.5562             | 5.061               | 0.5722            | 128.15668202765   | 131.84331797235  |
| 2   | 16         | io_uring | 12        | 16  | desc        | 2.8346          | 0.143         | 2.7996               | 0.183              | 3.07                | 0.1442            | 127.972027972028  | 100.839160839161 |
| 29  | 4          | io_uring | 12        | 16  | desc        | 3.5886          | 0.1028        | 3.724                | 0.1314             | 3.9106              | 0.1216            | 127.821011673152  | 118.287937743191 |
| 13  | 256        | worker   | 12        | 16  | desc        | 2.85            | 0.1442        | 2.9648               | 0.1838             | 3.1892              | 0.1468            | 127.46185852982   | 101.803051317614 |
| 6   | 8          | worker   | 12        | 16  | asc         | 2.3018          | 0.0678        | 2.232                | 0.0864             | 2.2044              | 0.0732            | 127.433628318584  | 107.964601769912 |
| 32  | 8          | io_uring | 12        | 16  | asc         | 6.2302          | 0.1706        | 6.336                | 0.2168             | 6.145               | 0.1654            | 127.080890973036  | 96.9519343493552 |
| 30  | 8          | worker   | 12        | 16  | asc         | 6.468           | 0.1686        | 6.2698               | 0.214              | 6.4124              | 0.1948            | 126.927639383155  | 115.539739027284 |
| 31  | 32         | worker   | 12        | 16  | asc         | 17.2964         | 0.4834        | 17.0264              | 0.6096             | 16.866              | 0.4706            | 126.106743897393  | 97.3520893669839 |
| 19  | 128        | worker   | 12        | 16  | asc         | 13.5236         | 0.4522        | 12.933               | 0.568              | 4.1004              | 0.5182            | 125.608137992039  | 114.595311808934 |
| 19  | 128        | worker   | 12        | 16  | desc        | 13.057          | 0.4842        | 13.4734              | 0.6054             | 4.969               | 0.5204            | 125.030978934325  | 107.476249483684 |
| 11  | 2          | worker   | 12        | 16  | desc        | 1.109           | 0.0472        | 1.2812               | 0.059              | 1.3214              | 0.0512            | 125.0             | 108.474576271186 |
| 24  | 512        | worker   | 12        | 16  | desc        | 3.6746          | 0.5394        | 3.3762               | 0.6726             | 3.77                | 0.6202            | 124.694104560623  | 114.979606970708 |
| 8   | 256        | io_uring | 12        | 16  | asc         | 4.842           | 0.2242        | 4.924                | 0.2792             | 4.8776              | 0.2768            | 124.531668153434  | 123.461195361285 |
| 31  | 512        | io_uring | 12        | 16  | desc        | 331.9776        | 4.7414        | 331.5344             | 5.9018             | 78.1244             | 5.2176            | 124.473784114397  | 110.04344708314  |
| 5   | 4096       | io_uring | 12        | 16  | desc        | 19.5476         | 2.1212        | 19.7352              | 2.6402             | 19.6312             | 2.5248            | 124.467282670187  | 119.026965868376 |
| 31  | 256        | worker   | 12        | 16  | asc         | 125.716         | 2.3112        | 126.9406             | 2.8652             | 22.9608             | 2.37              | 123.970231914157  | 102.544132917965 |
| 32  | 2048       | io_uring | 12        | 16  | asc         | 1224.9278       | 20.831        | 1263.092             | 25.7768            | 256.3352            | 22.9234           | 123.742499159906  | 110.04464500024  |
| 12  | 128        | io_uring | 12        | 16  | desc        | 2.5896          | 0.131         | 2.7808               | 0.162              | 2.6794              | 0.137             | 123.664122137405  | 104.580152671756 |
| 18  | 512        | io_uring | 12        | 16  | asc         | 28.7896         | 1.3432        | 28.0542              | 1.659              | 9.9152              | 1.5732            | 123.511018463371  | 117.123287671233 |
| 32  | 2          | io_uring | 12        | 16  | asc         | 2.256           | 0.0746        | 2.283                | 0.092              | 2.4236              | 0.0816            | 123.324396782842  | 109.383378016086 |
| 27  | 16         | worker   | 12        | 16  | desc        | 2.1948          | 0.0702        | 2.1964               | 0.0864             | 2.0118              | 0.0698            | 123.076923076923  | 99.4301994301994 |
| 20  | 565536     | io_uring | 12        | 16  | asc         | 14794.2112      | 1252.6202     | 14625.835            | 1541.4798          | 5121.8474           | 1401.3706         | 123.060429649785  | 111.875139806942 |
| 4   | 512        | worker   | 12        | 16  | desc        | 5.2966          | 1.8542        | 5.864                | 2.2816             | 7.4998              | 2.042             | 123.050372128142  | 110.128357243016 |
| 2   | 32         | io_uring | 12        | 16  | desc        | 3.1668          | 0.2126        | 3.0962               | 0.2616             | 3.2628              | 0.2194            | 123.047977422389  | 103.198494825964 |
| 16  | 4096       | worker   | 12        | 16  | asc         | 10.2386         | 1.0776        | 10.4096              | 1.324              | 11.8084             | 1.2362            | 122.86562731997   | 114.717891610987 |
| 29  | 16         | io_uring | 12        | 16  | asc         | 9.0434          | 0.2728        | 9.1142               | 0.3344             | 7.6144              | 0.3244            | 122.58064516129   | 118.91495601173  |
| 18  | 128        | worker   | 12        | 16  | desc        | 13.5006         | 0.495         | 13.5578              | 0.6056             | 4.2268              | 0.5436            | 122.343434343434  | 109.818181818182 |
| 18  | 2048       | io_uring | 12        | 16  | desc        | 60.5478         | 4.3286        | 60.4912              | 5.2944             | 16.5438             | 4.4194            | 122.312063946773  | 102.097675922931 |
| 8   | 64         | worker   | 12        | 16  | desc        | 3.8832          | 0.1286        | 3.9956               | 0.1572             | 3.9604              | 0.1538            | 122.239502332815  | 119.595645412131 |
| 17  | 440536     | worker   | 12        | 16  | desc        | 11456.7754      | 1066.3902     | 11481.4746           | 1302.8662          | 3605.0596           | 1191.2274         | 122.17537257938   | 111.706521684089 |
| 20  | 253036     | io_uring | 12        | 16  | desc        | 3225.8742       | 598.9174      | 3213.8396            | 731.7292           | 1406.7224           | 651.263           | 122.175311653994  | 108.74003660605  |
| 12  | 1          | io_uring | 12        | 16  | asc         | 1.2502          | 0.0424        | 1.0142               | 0.0518             | 0.9844              | 0.0474            | 122.169811320755  | 111.792452830189 |
| 19  | 8192       | io_uring | 12        | 16  | desc        | 192.3302        | 16.7244       | 195.4252             | 20.4266            | 79.608              | 19.316            | 122.136519097845  | 115.495922125756 |
| 1   | 440536     | io_uring | 12        | 16  | asc         | 2367.275        | 1656.0228     | 2333.9474            | 2019.1886          | 2618.517            | 1950.7014         | 121.929999997585  | 117.794356454513 |
| 28  | 6048576    | io_uring | 12        | 16  | asc         | 7988.669        | 1608.3086     | 8023.5008            | 1960.5798          | 8020.1534           | 1848.9752         | 121.903209371634  | 114.963956544161 |
| 28  | 2          | worker   | 12        | 16  | asc         | 0.9558          | 0.0466        | 1.0548               | 0.0568             | 1.0188              | 0.0568            | 121.888412017167  | 121.888412017167 |
| 29  | 8          | io_uring | 12        | 16  | asc         | 5.1288          | 0.1692        | 5.3268               | 0.2062             | 5.2774              | 0.1802            | 121.867612293144  | 106.501182033097 |
| 6   | 32         | io_uring | 12        | 16  | asc         | 3.751           | 0.1           | 3.9104               | 0.1218             | 3.9742              | 0.109             | 121.8             | 109.0            |
| 30  | 8192       | worker   | 12        | 16  | asc         | 3675.26         | 77.7934       | 3548.8996            | 94.7402            | 828.4556            | 83.2622           | 121.784367311366  | 107.029902279628 |
| 32  | 64         | io_uring | 12        | 16  | desc        | 33.7752         | 0.7364        | 33.5796              | 0.8966             | 11.1204             | 0.8384            | 121.754481260185  | 113.851167843563 |
| 25  | 2          | worker   | 12        | 16  | desc        | 1.0132          | 0.0428        | 0.999                | 0.052              | 0.9378              | 0.0464            | 121.495327102804  | 108.411214953271 |
| 3   | 16         | worker   | 12        | 16  | asc         | 3.9622          | 0.142         | 3.0842               | 0.1724             | 2.8678              | 0.1608            | 121.408450704225  | 113.239436619718 |
| 24  | 64         | worker   | 12        | 16  | desc        | 2.6752          | 0.1302        | 2.4796               | 0.158              | 2.526               | 0.1704            | 121.351766513057  | 130.875576036866 |
| 20  | 4096       | worker   | 12        | 16  | desc        | 79.9424         | 8.4304        | 75.963               | 10.2274            | 25.2062             | 9.834             | 121.315714556842  | 116.649269311065 |
| 25  | 4          | worker   | 12        | 16  | asc         | 1.11            | 0.047         | 1.2032               | 0.057              | 1.1918              | 0.054             | 121.276595744681  | 114.893617021277 |
| 22  | 128        | worker   | 12        | 16  | asc         | 2.9408          | 0.193         | 3.1646               | 0.234              | 3.5036              | 0.223             | 121.243523316062  | 115.544041450777 |
| 8   | 64         | io_uring | 12        | 16  | desc        | 3.9916          | 0.129         | 3.81                 | 0.1564             | 3.8678              | 0.1484            | 121.240310077519  | 115.038759689922 |
| 7   | 32         | worker   | 12        | 16  | desc        | 3.6828          | 0.102         | 3.7436               | 0.1236             | 3.8164              | 0.1204            | 121.176470588235  | 118.039215686274 |
| 20  | 1024       | worker   | 12        | 16  | asc         | 42.2506         | 2.4186        | 42.9632              | 2.9306             | 13.3782             | 2.784             | 121.169271479368  | 115.107913669065 |
| 17  | 32         | worker   | 12        | 16  | asc         | 4.8456          | 0.162         | 4.8628               | 0.1962             | 3.7802              | 0.1958            | 121.111111111111  | 120.864197530864 |
| 4   | 4          | io_uring | 12        | 16  | desc        | 2.2978          | 0.0976        | 2.1086               | 0.118              | 2.3664              | 0.0996            | 120.901639344262  | 102.049180327869 |
| 4   | 64         | worker   | 12        | 16  | asc         | 4.7876          | 0.3208        | 4.8132               | 0.3878             | 5.0484              | 0.3354            | 120.885286783042  | 104.551122194514 |
| 9   | 4          | worker   | 12        | 16  | asc         | 1.4702          | 0.0554        | 1.4744               | 0.0668             | 1.5854              | 0.0564            | 120.57761732852   | 101.805054151625 |
| 17  | 32         | io_uring | 12        | 16  | asc         | 4.89            | 0.1674        | 5.0114               | 0.2018             | 3.4834              | 0.1898            | 120.549581839904  | 113.381123058542 |
| 27  | 32         | worker   | 12        | 16  | asc         | 2.4308          | 0.0774        | 2.5598               | 0.0932             | 2.7242              | 0.0884            | 120.413436692506  | 114.21188630491  |
| 25  | 16         | io_uring | 12        | 16  | desc        | 2.0856          | 0.0638        | 1.9986               | 0.0768             | 2.0784              | 0.0608            | 120.376175548589  | 95.2978056426332 |
| 18  | 1024       | io_uring | 12        | 16  | desc        | 37.122          | 2.3304        | 36.2894              | 2.8034             | 10.669              | 2.4602            | 120.296944730518  | 105.569859251631 |
| 6   | 8          | worker   | 12        | 16  | desc        | 2.1252          | 0.0632        | 2.319                | 0.076              | 2.306               | 0.076             | 120.253164556962  | 120.253164556962 |
| 3   | 378036     | io_uring | 12        | 16  | desc        | 3640.812        | 1570.9516     | 3659.2724            | 1883.04            | 3665.7182           | 1688.6026         | 119.866200842852  | 107.489154980968 |
| 16  | 128        | worker   | 12        | 16  | desc        | 2.634           | 0.1066        | 2.8304               | 0.1276             | 2.7218              | 0.1104            | 119.699812382739  | 103.564727954972 |
| 16  | 4096       | worker   | 12        | 16  | desc        | 4.6568          | 1.1324        | 4.773                | 1.3552             | 6.009               | 1.2784            | 119.675026492405  | 112.892970681738 |
| 7   | 8          | worker   | 12        | 16  | desc        | 2.0952          | 0.0696        | 2.2986               | 0.0832             | 2.1578              | 0.0738            | 119.540229885057  | 106.034482758621 |
| 7   | 32         | worker   | 12        | 16  | asc         | 3.6282          | 0.1052        | 3.699                | 0.1256             | 3.9044              | 0.1168            | 119.391634980989  | 111.026615969582 |
| 18  | 8192       | worker   | 12        | 16  | asc         | 195.339         | 17.3524       | 188.0258             | 20.7078            | 74.1394             | 18.5682           | 119.336806435997  | 107.006523593278 |
| 22  | 2048       | worker   | 12        | 16  | asc         | 7.0084          | 1.9168        | 6.6692               | 2.287              | 8.3396              | 2.2424            | 119.313439065109  | 116.986644407346 |
| 1   | 8          | worker   | 12        | 16  | desc        | 3.4126          | 0.1134        | 3.4204               | 0.1352             | 3.3822              | 0.1258            | 119.223985890653  | 110.934744268078 |
| 4   | 64         | io_uring | 12        | 16  | desc        | 2.7714          | 0.3084        | 3.353                | 0.3676             | 3.1562              | 0.362             | 119.195849546044  | 117.380025940337 |
| 26  | 4          | worker   | 12        | 16  | asc         | 1.1316          | 0.047         | 1.1782               | 0.056              | 1.2022              | 0.0482            | 119.148936170213  | 102.553191489362 |
| 6   | 2048       | worker   | 12        | 16  | asc         | 7.4108          | 1.1286        | 7.2188               | 1.344              | 7.8964              | 1.2072            | 119.085592769803  | 106.964380648591 |
| 19  | 565536     | worker   | 12        | 16  | asc         | 12438.443       | 1308.5768     | 12443.2394           | 1557.316           | 2775.853            | 1490.6858         | 119.008376122823  | 113.916569512771 |
| 9   | 16384      | worker   | 12        | 16  | asc         | 13.8878         | 7.539         | 14.4364              | 8.9704             | 16.4912             | 8.3294            | 118.986602997745  | 110.484149091391 |
| 23  | 8          | io_uring | 12        | 16  | desc        | 2.4868          | 0.0738        | 2.4758               | 0.0878             | 2.4658              | 0.0862            | 118.970189701897  | 116.80216802168  |
| 10  | 32         | io_uring | 12        | 16  | asc         | 2.6238          | 0.0854        | 3.1224               | 0.1016             | 2.867               | 0.1002            | 118.969555035129  | 117.330210772834 |
| 13  | 1024       | worker   | 12        | 16  | asc         | 3.2018          | 0.3338        | 3.418                | 0.3968             | 3.6096              | 0.3654            | 118.873576992211  | 109.466746554823 |
| 32  | 16         | worker   | 12        | 16  | desc        | 9.146           | 0.2694        | 9.1046               | 0.3202             | 7.7676              | 0.2778            | 118.856718634001  | 103.118040089087 |
| 4   | 253036     | worker   | 12        | 16  | asc         | 6200.4694       | 1044.2904     | 6173.0094            | 1240.3838          | 6174.7716           | 1157.2158         | 118.77766950649   | 110.813601274128 |
| 31  | 16         | worker   | 12        | 16  | asc         | 9.239           | 0.2732        | 9.2316               | 0.3244             | 7.3482              | 0.313             | 118.740849194729  | 114.568081991215 |
| 32  | 4096       | io_uring | 12        | 16  | asc         | 2247.9554       | 40.7518       | 2115.9088            | 48.384             | 450.7808            | 45.6794           | 118.728497882302  | 112.091735825166 |
| 18  | 190536     | worker   | 12        | 16  | asc         | 4042.929        | 469.9726      | 4035.7812            | 557.6198           | 1574.9976           | 586.5494          | 118.649427647484  | 124.805020548006 |
| 14  | 64         | io_uring | 12        | 16  | desc        | 2.6576          | 0.0912        | 2.9124               | 0.1082             | 2.4208              | 0.094             | 118.640350877193  | 103.070175438596 |
| 22  | 2012144    | worker   | 12        | 16  | asc         | 3482.5756       | 2019.2578     | 3528.0476            | 2394.5306          | 3557.9876           | 2182.9778         | 118.584689879618  | 108.107929557088 |
| 4   | 1          | io_uring | 12        | 16  | asc         | 2.0816          | 0.0648        | 2.1134               | 0.0768             | 2.1966              | 0.0668            | 118.518518518519  | 103.086419753086 |
| 21  | 1762144    | io_uring | 12        | 16  | asc         | 2157.4766       | 1717.2766     | 2187.8804            | 2035.2514          | 2219.308            | 1888.0158         | 118.516225050758  | 109.942440256858 |
| 14  | 262144     | worker   | 12        | 16  | desc        | 447.9564        | 67.346        | 444.253              | 79.7936            | 450.5206            | 72.5586           | 118.483057642622  | 107.740029103436 |
| 20  | 190536     | io_uring | 12        | 16  | desc        | 2437.8196       | 453.4958      | 2436.5996            | 536.7996           | 1052.428            | 467.6362          | 118.369255018459  | 103.11808841449  |
| 12  | 64         | io_uring | 12        | 16  | desc        | 2.6524          | 0.1144        | 2.8578               | 0.1354             | 2.8222              | 0.1182            | 118.356643356643  | 103.321678321678 |
| 26  | 8          | io_uring | 12        | 16  | asc         | 1.5932          | 0.0556        | 1.5092               | 0.0658             | 1.4738              | 0.0524            | 118.345323741007  | 94.2446043165468 |
| 28  | 32768      | io_uring | 12        | 16  | asc         | 47.662          | 7.7044        | 46.5968              | 9.1168             | 47.1972             | 8.0254            | 118.332381496288  | 104.166450340065 |
| 17  | 8192       | worker   | 12        | 16  | asc         | 125.8142        | 17.6308       | 125.2574             | 20.8594            | 45.6794             | 19.9226           | 118.312271706332  | 112.998842933956 |
| 3   | 32         | worker   | 12        | 16  | asc         | 3.7448          | 0.2142        | 3.24                 | 0.2534             | 3.9662              | 0.2512            | 118.300653594771  | 117.273576097105 |
| 24  | 1024       | worker   | 12        | 16  | desc        | 3.9308          | 1.0036        | 4.1436               | 1.1868             | 4.7472              | 1.1396            | 118.254284575528  | 113.551215623755 |
| 4   | 2          | io_uring | 12        | 16  | asc         | 2.8326          | 0.0888        | 2.8498               | 0.105              | 2.8476              | 0.0824            | 118.243243243243  | 92.7927927927928 |
| 25  | 32         | io_uring | 12        | 16  | desc        | 2.6426          | 0.0794        | 2.8046               | 0.0938             | 2.207               | 0.0828            | 118.136020151133  | 104.282115869018 |
| 6   | 8          | io_uring | 12        | 16  | asc         | 2.1984          | 0.0728        | 2.289                | 0.086              | 2.1212              | 0.065             | 118.131868131868  | 89.2857142857143 |
| 17  | 440536     | io_uring | 12        | 16  | desc        | 11487.24        | 1090.862      | 11488.281            | 1287.0228          | 4027.2798           | 1050.5026         | 117.982182897562  | 96.3002286265357 |
| 20  | 565536     | worker   | 12        | 16  | asc         | 14716.8574      | 1414.859      | 14761.0752           | 1667.83            | 4683.315            | 1443.7648         | 117.879590828485  | 102.043016300564 |
| 2   | 32         | io_uring | 12        | 16  | asc         | 3.638           | 0.2044        | 3.9248               | 0.2408             | 3.9174              | 0.2826            | 117.808219178082  | 138.25831702544  |
| 25  | 256        | worker   | 12        | 16  | desc        | 3.2374          | 0.1506        | 3.6064               | 0.1774             | 3.8864              | 0.2076            | 117.795484727756  | 137.848605577689 |
| 11  | 1          | worker   | 12        | 16  | asc         | 0.9378          | 0.044         | 1.227                | 0.0518             | 1.118               | 0.0456            | 117.727272727273  | 103.636363636364 |
| 8   | 2524288    | io_uring | 12        | 16  | asc         | 9462.022        | 1427.7376     | 9499.5598            | 1680.83            | 9489.806            | 1549.5922         | 117.726814787255  | 108.534803594162 |
| 17  | 64         | io_uring | 12        | 16  | asc         | 8.2086          | 0.262         | 8.2202               | 0.3082             | 3.989               | 0.2716            | 117.63358778626   | 103.664122137405 |
| 21  | 2          | worker   | 12        | 16  | asc         | 1.6606          | 0.0534        | 1.7154               | 0.0628             | 1.5034              | 0.061             | 117.602996254682  | 114.232209737828 |
| 4   | 315536     | worker   | 12        | 16  | asc         | 7648.8144       | 1382.1732     | 7755.332             | 1625.1018          | 7724.7416           | 1595.0428         | 117.575843606286  | 115.401079980425 |
| 16  | 256        | io_uring | 12        | 16  | desc        | 2.7224          | 0.1346        | 3.058                | 0.1582             | 2.7906              | 0.1388            | 117.533432392273  | 103.120356612184 |
| 15  | 1024       | io_uring | 12        | 16  | desc        | 3.3288          | 0.3204        | 3.6634               | 0.3764             | 3.5882              | 0.3738            | 117.478152309613  | 116.666666666667 |
| 32  | 64         | worker   | 12        | 16  | desc        | 33.156          | 0.7426        | 33.4538              | 0.872              | 12.312              | 0.7912            | 117.425262590897  | 106.544573121465 |
| 4   | 1          | worker   | 12        | 16  | asc         | 2.0934          | 0.0666        | 2.5968               | 0.0782             | 2.1928              | 0.0712            | 117.417417417417  | 106.906906906907 |
| 10  | 2524288    | io_uring | 12        | 16  | asc         | 2818.59         | 1256.1644     | 2808.0178            | 1474.7464          | 2804.8376           | 1407.349          | 117.400747863894  | 112.035415109678 |
| 19  | 512        | worker   | 12        | 16  | asc         | 26.2532         | 1.2898        | 25.8122              | 1.5142             | 8.3522              | 1.5388            | 117.398046208715  | 119.305318654055 |
| 17  | 1024       | io_uring | 12        | 16  | desc        | 42.85           | 2.3294        | 42.9556              | 2.7342             | 14.2884             | 2.4198            | 117.377865544775  | 103.880827680948 |
| 7   | 512        | io_uring | 12        | 16  | asc         | 5.4564          | 0.3814        | 5.8804               | 0.4472             | 5.8658              | 0.398             | 117.252228631358  | 104.352385946513 |
| 18  | 128        | worker   | 12        | 16  | asc         | 13.53           | 0.4382        | 13.9142              | 0.5136             | 5.0828              | 0.5334            | 117.206754906435  | 121.725239616613 |
| 22  | 2012144    | io_uring | 12        | 16  | desc        | 8631.6          | 1854.9804     | 8637.2256            | 2173.4876          | 8645.8436           | 2152.577          | 117.170380883809  | 116.043112908363 |
| 1   | 2048       | worker   | 12        | 16  | desc        | 53.7652         | 7.262         | 54.0136              | 8.5068             | 55.4134             | 7.4288            | 117.141283393005  | 102.296887909667 |
| 11  | 16384      | worker   | 12        | 16  | desc        | 21.6908         | 7.4008        | 22.2712              | 8.666              | 23.7034             | 7.6656            | 117.095449140633  | 103.577991568479 |
| 6   | 4          | io_uring | 12        | 16  | asc         | 1.5974          | 0.0516        | 1.6982               | 0.0604             | 1.6332              | 0.0624            | 117.054263565891  | 120.93023255814  |
| 18  | 16         | worker   | 12        | 16  | desc        | 2.9792          | 0.1058        | 2.948                | 0.1238             | 3.0104              | 0.1258            | 117.013232514178  | 118.90359168242  |
| 21  | 2048       | worker   | 12        | 16  | asc         | 5.7114          | 1.9498        | 6.0606               | 2.281              | 7.2584              | 2.1308            | 116.986357575136  | 109.283003384963 |
| 17  | 16         | worker   | 12        | 16  | desc        | 2.718           | 0.106         | 3.0282               | 0.124              | 2.9904              | 0.1176            | 116.981132075472  | 110.943396226415 |
| 15  | 2048576    | worker   | 12        | 16  | asc         | 3474.5658       | 564.67        | 3476.9402            | 660.5286           | 3142.5082           | 608.0974          | 116.976039102485  | 107.690757433545 |
| 1   | 253036     | io_uring | 12        | 16  | asc         | 1347.8152       | 1033.983      | 1361.3384            | 1209.3578          | 1351.1994           | 1123.7814         | 116.96109123651   | 108.684707582233 |
| 7   | 8192       | io_uring | 12        | 16  | asc         | 32.0044         | 4.0706        | 32.3468              | 4.7592             | 29.29               | 4.6486            | 116.916425097037  | 114.199380926645 |
| 9   | 3524288    | io_uring | 12        | 16  | asc         | 2228.3866       | 1878.5292     | 2259.8282            | 2196.1038          | 2284.9808           | 2040.0474         | 116.905491807101  | 108.598120274095 |
| 13  | 2048       | worker   | 12        | 16  | asc         | 3.9084          | 0.5634        | 4.0614               | 0.6584             | 4.154               | 0.6642            | 116.861909833156  | 117.891373801917 |
| 5   | 128        | io_uring | 12        | 16  | asc         | 4.4844          | 0.1554        | 4.2226               | 0.1816             | 4.2208              | 0.1936            | 116.859716859717  | 124.581724581725 |
| 29  | 16384      | worker   | 12        | 16  | asc         | 2696.978        | 150.0298      | 2802.3386            | 175.3114           | 445.0176            | 169.7152          | 116.851052257618  | 113.120993295999 |
| 17  | 565536     | worker   | 12        | 16  | desc        | 14792.4126      | 1208.917      | 14848.843            | 1411.4834          | 4692.8754           | 1520.9454         | 116.756022125588  | 125.810572603413 |
| 5   | 1024       | worker   | 12        | 16  | asc         | 5.2562          | 0.6018        | 5.5222               | 0.7026             | 6.0346              | 0.7372            | 116.749750747757  | 122.499169159189 |
| 32  | 8192       | worker   | 12        | 16  | asc         | 3748.1352       | 78.2632       | 4019.6088            | 91.329             | 759.3202            | 92.7466           | 116.694691758068  | 118.506015598647 |
| 2   | 8192       | io_uring | 12        | 16  | asc         | 85.3028         | 28.72         | 83.8032              | 33.509             | 83.6976             | 31.3158           | 116.674791086351  | 109.038300835655 |
